,Date,OtherunderPreferredStockDividend,EBIT,ImpairmentOfCapitalAssets,NetIncomeCommonStockholders,TaxRateForCalcs,DilutedNIAvailtoComStockholders,SpecialIncomeCharges,PretaxIncome,NetIncome,DilutedEPS,InterestIncomeNonOperating,InterestExpense,ReconciledCostOfRevenue,EBITDA,NetInterestIncome,TotalUnusualItems,DepreciationIncomeStatement,NetNonOperatingInterestIncomeExpense,TotalExpenses,OtherNonOperatingIncomeExpenses,NormalizedEBITDA,TotalOtherFinanceCost,NetIncomeFromContinuingAndDiscontinuedOperation,SellingGeneralAndAdministration,OperatingIncome,GeneralAndAdministrativeExpense,BasicAverageShares,MinorityInterests,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalRevenue,InterestExpenseNonOperating,TotalUnusualItemsExcludingGoodwill,OperatingRevenue,NetIncomeIncludingNoncontrollingInterests,TaxProvision,Amortization,TaxEffectOfUnusualItems,BasicEPS,CostOfRevenue,NetIncomeContinuousOperations,GrossProfit,OperatingExpense,DilutedAverageShares,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,NormalizedIncome,DepreciationAndAmortizationInIncomeStatement,OtherSpecialCharges,InterestIncome,Ticker,OtherOperatingExpenses,WriteOff,RentExpenseSupplemental,TotalOperatingIncomeAsReported,FeesandCommissionIncome,NonInterestIncome,IncomefromAssociatesandOtherParticipatingInterests,GainOnSaleOfSecurity,FeesAndCommissions,FeesandCommissionExpense,RentAndLandingFees,DividendIncome,OtherGandA,OtherIncomeExpense,ResearchAndDevelopment,NetIncomeDiscontinuousOperations,GainOnSaleOfBusiness,DepreciationAmortizationDepletionIncomeStatement,PreferredStockDividends,GainOnSaleOfPPE,OtherTaxes,EarningsFromEquityInterest,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,EarningsFromEquityInterestNetOfTax,NonInterestExpense,CreditLossesProvision,OtherCustomerServices,TradingGainLoss,InvestmentBankingProfit,TrustFeesbyCommissions,ProfessionalExpenseAndContractServicesExpense,OtherNonInterestExpense,OccupancyAndEquipment,InterestExpenseForFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,InterestIncomeFromLoans,ServiceChargeOnDepositorAccounts,GainLossonSaleofAssets,SecuritiesActivities,OtherInterestIncome,CreditCard,InterestIncomeAfterProvisionForLoanLoss,InterestExpenseForShortTermDebt,OtherNonInterestIncome,InterestIncomeFromLoansAndLease,InterestExpenseForDeposit,InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,SalariesAndWages,NetOccupancyExpense,OtherInterestExpense,TotalMoneyMarketInvestments,InterestIncomeFromSecurities,InterestExpenseForLongTermDebtAndCapitalSecurities,InterestIncomeFromDeposits,OtherCostofRevenue,MaintenanceAndRepairs,DDACostofRevenue,Fuel,RentandLandingFeesCostofRevenue,Equipment,TotalPremiumsEarned,GainonSaleofLoans,InsuranceAndClaims
54,2020-05-31,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112000000.0,,0.0,,-30000000.0,0.0,MU,0.0,,,0.0,,,,-7000000.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,-10000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2020-08-31,,3177000000.0,,2687000000.0,0.094,2683000000.0,-17000000.0,2983000000.0,2687000000.0,2.37,114000000.0,194000000.0,14883000000.0,0.0,-80000000.0,-25000000.0,,-80000000.0,18375000000.0,28000000.0,8852000000.0,0.0,2687000000.0,881000000.0,3060000000.0,,1110000000.0,-23000000.0,5650000000.0,2687000000.0,21435000000.0,194000000.0,-25000000.0,21435000000.0,2710000000.0,280000000.0,,-2350000.0,2.42,14883000000.0,2710000000.0,6552000000.0,3492000000.0,1131000000.0,60000000.0,,2709650000.0,,-40000000.0,114000000.0,MU,11000000.0,,,3003000000.0,,,,-8000000.0,,,,,,3000000.0,2600000000.0,,,,,3000000.0,,0.0,,-4000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2021-08-31,,12802000000.0,,11722000000.0,0.126,11722000000.0,-930000000.0,12436000000.0,11722000000.0,0.0,74000000.0,366000000.0,34564000000.0,12615000000.0,-292000000.0,-766000000.0,,-292000000.0,41916000000.0,162000000.0,25996000000.0,0.0,11722000000.0,1788000000.0,13494000000.0,,0.0,0.0,12428000000.0,11722000000.0,55410000000.0,366000000.0,-766000000.0,55410000000.0,11722000000.0,788000000.0,,-48258000.0,0.0,34564000000.0,11722000000.0,20846000000.0,7352000000.0,0.0,976000000.0,,12439742000.0,,2000000.0,74000000.0,MU,238000000.0,,,12566000000.0,,,,164000000.0,,,,,,-766000000.0,5326000000.0,,,,,48000000.0,,0.0,,0.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2018-12-31,,,,5491000000.0,0.151074,5491000000.0,91000000.0,6659000000.0,5577000000.0,2.15,,4843000000.0,,,8955000000.0,91000000.0,,,,,,,5577000000.0,939000000.0,,939000000.0,2559464000.0,-76000000.0,331000000.0,5577000000.0,13092000000.0,,91000000.0,,5653000000.0,1006000000.0,,13747709.866346,2.15,,5653000000.0,,,2559464000.0,,,5499747709.866346,,-91000000.0,13798000000.0,D05.SI,,,,,3119000000.0,4137000000.0,,131000000.0,2652000000.0,467000000.0,443000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2019-12-31,,,,6299000000.0,0.152183,6299000000.0,1000000.0,7583000000.0,6391000000.0,2.46,,5967000000.0,,,9625000000.0,1000000.0,,,,,,,6391000000.0,1062000000.0,,1062000000.0,2555616000.0,-38000000.0,609000000.0,6391000000.0,14543000000.0,,1000000.0,,6429000000.0,1154000000.0,,152182.513517,2.46,,6429000000.0,,,2555616000.0,,,6390152182.513517,,-1000000.0,15592000000.0,D05.SI,,,,,3361000000.0,4918000000.0,,334000000.0,2839000000.0,522000000.0,452000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2020-12-31,,,,4606000000.0,0.114009,4606000000.0,8000000.0,5368000000.0,4721000000.0,1.81,,3132000000.0,,,9076000000.0,8000000.0,,,,,,,4721000000.0,1093000000.0,,1093000000.0,2543231000.0,-35000000.0,648000000.0,4721000000.0,14584000000.0,,8000000.0,,4756000000.0,612000000.0,,912071.535022,1.81,,4756000000.0,,,2543231000.0,,,4713912071.535022,,-8000000.0,12208000000.0,D05.SI,,,,,3385000000.0,5508000000.0,,963000000.0,2910000000.0,475000000.0,452000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2021-09-30,,,,6309000000.0,0.17,6309000000.0,0.0,7293000000.0,6424000000.0,0.0,,0.0,,,8420000000.0,8000000.0,,,,,,,6424000000.0,0.0,,0.0,0.0,0.0,0.0,6424000000.0,13928000000.0,,8000000.0,,6681000000.0,0.0,,1360000.0,0.0,,6681000000.0,,,0.0,,,6417360000.0,,0.0,11552000000.0,D05.SI,,,,,0.0,0.0,,0.0,3308000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2018-12-31,1000000.0,25370000000.0,,22111000000.0,0.13,22112000000.0,,25361000000.0,22112000000.0,7.57,661000000.0,9000000.0,9355000000.0,0.0,652000000.0,-213000000.0,,652000000.0,30925000000.0,9000000.0,29898000000.0,-448000000.0,22112000000.0,11297000000.0,24913000000.0,3451000000.0,2890000000.0,,4315000000.0,22112000000.0,55838000000.0,9000000.0,-213000000.0,55013000000.0,22112000000.0,3249000000.0,,-27690000.0,7.65,9355000000.0,22112000000.0,46483000000.0,21570000000.0,2921000000.0,,7846000000.0,22297310000.0,,,661000000.0,FB,,,,24913000000.0,,,,-213000000.0,,,,,3451000000.0,-204000000.0,10273000000.0,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2019-12-31,0.0,24832000000.0,,18485000000.0,0.255,18485000000.0,,24812000000.0,18485000000.0,6.43,924000000.0,20000000.0,12770000000.0,0.0,904000000.0,-105000000.0,,904000000.0,46711000000.0,27000000.0,30678000000.0,-826000000.0,18485000000.0,20341000000.0,23986000000.0,10465000000.0,2854000000.0,,5741000000.0,18485000000.0,70697000000.0,20000000.0,-105000000.0,69655000000.0,18485000000.0,6327000000.0,,-26775000.0,6.48,12770000000.0,18485000000.0,57927000000.0,33941000000.0,2876000000.0,,9876000000.0,18563225000.0,,,924000000.0,FB,,,,23986000000.0,,,,-105000000.0,,,,,10465000000.0,-78000000.0,13600000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2020-12-31,0.0,32671000000.0,,29146000000.0,0.122,29146000000.0,,33180000000.0,29146000000.0,10.09,672000000.0,0.0,16692000000.0,0.0,672000000.0,-129000000.0,,672000000.0,53294000000.0,-34000000.0,39662000000.0,-509000000.0,29146000000.0,18155000000.0,32671000000.0,6564000000.0,2851000000.0,,6862000000.0,29146000000.0,85965000000.0,0.0,-129000000.0,84169000000.0,29146000000.0,4034000000.0,,-15738000.0,10.22,16692000000.0,29146000000.0,69273000000.0,36602000000.0,2888000000.0,,11591000000.0,29259262000.0,,,672000000.0,FB,,,,32671000000.0,,,,-129000000.0,,,,,6564000000.0,-163000000.0,18447000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2021-09-30,0.0,46943000000.0,,40304000000.0,0.153917,40304000000.0,,47636000000.0,40304000000.0,0.0,495000000.0,0.0,21511000000.0,54759000000.0,495000000.0,-9000000.0,,495000000.0,65387000000.0,207000000.0,54768000000.0,0.0,40304000000.0,21060000000.0,46943000000.0,8123000000.0,0.0,,7816000000.0,40304000000.0,112330000000.0,0.0,-9000000.0,109482000000.0,40304000000.0,7332000000.0,,-1385254.849274,0.0,21511000000.0,40304000000.0,90819000000.0,43876000000.0,0.0,,12937000000.0,40311614745.15073,,,495000000.0,FB,,,,46943000000.0,,,,-9000000.0,,,,,8123000000.0,198000000.0,22816000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2018-12-31,,-341674000.0,,-976091000.0,0.27,-976091000.0,-135233000.0,-1004745000.0,-976091000.0,-1.144,24533000.0,663071000.0,17419247000.0,0.0,-638538000.0,-135233000.0,,-638538000.0,21714108000.0,21866000.0,1694609000.0,,-976091000.0,2834491000.0,-252840000.0,,852625000.0,86491000.0,1901050000.0,-976091000.0,21461268000.0,663071000.0,-135233000.0,21461268000.0,-1062582000.0,57837000.0,,-36512910.0,-1.144,17419247000.0,-1062582000.0,4042021000.0,4294861000.0,852625000.0,135233000.0,,-877370910.0,,,24533000.0,TSLA,,,,-388073000.0,,,,,,,,,,-113367000.0,1460370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2019-12-31,,20000000.0,,-862000000.0,0.17,-862000000.0,-149000000.0,-665000000.0,-862000000.0,-0.984,44000000.0,685000000.0,20509000000.0,0.0,-641000000.0,-149000000.0,,-641000000.0,24498000000.0,45000000.0,2323000000.0,,-862000000.0,2646000000.0,80000000.0,,885000000.0,-87000000.0,2154000000.0,-862000000.0,24578000000.0,685000000.0,-149000000.0,24578000000.0,-775000000.0,110000000.0,,-25330000.0,-0.984,20509000000.0,-775000000.0,4069000000.0,3989000000.0,885000000.0,149000000.0,,-738330000.0,,,44000000.0,TSLA,,,,-69000000.0,,,,,,,,,,-104000000.0,1343000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2020-12-31,,1902000000.0,,690000000.0,0.25,690000000.0,0.0,1154000000.0,690000000.0,0.64,30000000.0,748000000.0,24906000000.0,0.0,-718000000.0,0.0,,-718000000.0,29542000000.0,-122000000.0,4224000000.0,,690000000.0,3145000000.0,1994000000.0,,933000000.0,-172000000.0,2322000000.0,690000000.0,31536000000.0,748000000.0,0.0,31536000000.0,862000000.0,292000000.0,,0.0,0.74,24906000000.0,862000000.0,6630000000.0,4636000000.0,1083000000.0,0.0,,690000000.0,,,30000000.0,TSLA,,,,1994000000.0,,,,,,,,,,-122000000.0,1491000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2021-09-30,,4633000000.0,,3468000000.0,0.119892,3468000000.0,27000000.0,4087000000.0,3468000000.0,0.0,37000000.0,546000000.0,36023000000.0,7314000000.0,-509000000.0,27000000.0,,-509000000.0,42390000000.0,111000000.0,7287000000.0,,3468000000.0,3992000000.0,4458000000.0,,0.0,-129000000.0,2681000000.0,3468000000.0,46848000000.0,546000000.0,27000000.0,46848000000.0,3597000000.0,490000000.0,,3237093.222413,0.0,36023000000.0,3597000000.0,10825000000.0,6367000000.0,0.0,-27000000.0,,3444237093.222413,,,37000000.0,TSLA,,,,4485000000.0,,,,,,,,,,138000000.0,2375000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2018-12-31,,35027000000.0,,30736000000.0,0.12,30736000000.0,-5071000000.0,34913000000.0,30736000000.0,43.7,1878000000.0,114000000.0,59549000000.0,0.0,1764000000.0,1499000000.0,,1764000000.0,105427000000.0,378000000.0,42563000000.0,-8592000000.0,30736000000.0,24459000000.0,31392000000.0,8126000000.0,695070104.0,,9035000000.0,30736000000.0,136819000000.0,114000000.0,1499000000.0,136819000000.0,30736000000.0,4177000000.0,,179880000.0,44.22,59549000000.0,30736000000.0,77270000000.0,45878000000.0,703340961.0,,16333000000.0,29416880000.0,,5071000000.0,1878000000.0,GOOGL,,,,26321000000.0,,,,6570000000.0,,,,,8126000000.0,1757000000.0,21419000000.0,,,,,,,-120000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2019-12-31,,39725000000.0,,34343000000.0,0.133,34343000000.0,-1697000000.0,39625000000.0,34343000000.0,49.16,2427000000.0,100000000.0,71896000000.0,0.0,2327000000.0,1204000000.0,,2327000000.0,125929000000.0,-224000000.0,50302000000.0,-5394000000.0,34343000000.0,28015000000.0,35928000000.0,9551000000.0,692596000.0,,11781000000.0,34343000000.0,161857000000.0,100000000.0,1204000000.0,161857000000.0,34343000000.0,5282000000.0,,160132000.0,49.59,71896000000.0,34343000000.0,89961000000.0,54033000000.0,698556000.0,,18464000000.0,33299132000.0,,1697000000.0,2427000000.0,GOOGL,,,,34231000000.0,,,,2901000000.0,,,,,9551000000.0,1370000000.0,26018000000.0,,,,,,,390000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2020-12-31,,48217000000.0,,40269000000.0,0.162,40269000000.0,0.0,48082000000.0,40269000000.0,58.61,1865000000.0,135000000.0,84732000000.0,0.0,1730000000.0,5973000000.0,,1730000000.0,141303000000.0,-1246000000.0,55941000000.0,0.0,40269000000.0,28998000000.0,41224000000.0,11052000000.0,680816000.0,,13697000000.0,40269000000.0,182527000000.0,135000000.0,5973000000.0,182527000000.0,40269000000.0,7813000000.0,,967626000.0,59.15,84732000000.0,40269000000.0,97795000000.0,56571000000.0,687028000.0,,17946000000.0,35263626000.0,,0.0,1865000000.0,GOOGL,,,,41224000000.0,,,,5973000000.0,,,,,11052000000.0,5128000000.0,27573000000.0,,,,,,,401000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2021-09-30,,85303000000.0,,70618000000.0,0.169405,70618000000.0,0.0,85021000000.0,70618000000.0,0.0,1507000000.0,282000000.0,104031000000.0,98030000000.0,1225000000.0,12890000000.0,,1225000000.0,166730000000.0,-2214000000.0,85140000000.0,0.0,70618000000.0,32823000000.0,72480000000.0,12201000000.0,0.0,,12727000000.0,70618000000.0,239210000000.0,282000000.0,12890000000.0,239210000000.0,70618000000.0,14403000000.0,,2183633102.409993,0.0,104031000000.0,70618000000.0,135179000000.0,62699000000.0,0.0,,20622000000.0,59911633102.409996,,0.0,1507000000.0,GOOGL,,,,72480000000.0,,,,12890000000.0,,,,,12201000000.0,11316000000.0,29876000000.0,,,,,,,640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2018-01-31,,3257000000.0,,3047000000.0,0.047,3047000000.0,0.0,3196000000.0,3047000000.0,1.205,69000000.0,61000000.0,3892000000.0,0.0,8000000.0,0.0,,8000000.0,6504000000.0,-22000000.0,3456000000.0,,3047000000.0,815000000.0,3210000000.0,,2396000000.0,,199000000.0,3047000000.0,9714000000.0,61000000.0,0.0,9714000000.0,3047000000.0,149000000.0,,0.0,1.2725,3892000000.0,3047000000.0,5822000000.0,2612000000.0,2528000000.0,0.0,,3047000000.0,,,69000000.0,NVDA,,,,3210000000.0,,,,,,,,,,-22000000.0,1797000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2019-01-31,,3954000000.0,,4141000000.0,0.27,4141000000.0,0.0,3896000000.0,4141000000.0,1.6575,136000000.0,58000000.0,4545000000.0,0.0,78000000.0,0.0,,78000000.0,7912000000.0,14000000.0,4216000000.0,,4141000000.0,991000000.0,3804000000.0,,2432000000.0,,262000000.0,4141000000.0,11716000000.0,58000000.0,0.0,11716000000.0,4141000000.0,-245000000.0,,0.0,1.7025,4545000000.0,4141000000.0,7171000000.0,3367000000.0,2500000000.0,0.0,,4141000000.0,,,136000000.0,NVDA,,,,3804000000.0,,,,,,,,,,14000000.0,2376000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2020-01-31,,3022000000.0,,2796000000.0,0.059,2796000000.0,0.0,2970000000.0,2796000000.0,1.13,178000000.0,52000000.0,4150000000.0,0.0,126000000.0,0.0,,126000000.0,8072000000.0,-2000000.0,3403000000.0,,2796000000.0,1093000000.0,2846000000.0,,2436000000.0,,381000000.0,2796000000.0,10918000000.0,52000000.0,0.0,10918000000.0,2796000000.0,174000000.0,,0.0,1.1475,4150000000.0,2796000000.0,6768000000.0,3922000000.0,2472000000.0,0.0,,2796000000.0,,,178000000.0,NVDA,,,,2846000000.0,,,,,,,,,,-2000000.0,2829000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2021-01-31,,4593000000.0,,4332000000.0,0.017,4332000000.0,0.0,4409000000.0,4332000000.0,1.725,57000000.0,184000000.0,6279000000.0,0.0,-127000000.0,0.0,,-127000000.0,12143000000.0,4000000.0,5691000000.0,,4332000000.0,1940000000.0,4532000000.0,,2468000000.0,,1098000000.0,4332000000.0,16675000000.0,184000000.0,0.0,16675000000.0,4332000000.0,77000000.0,,0.0,1.755,6279000000.0,4332000000.0,10396000000.0,5864000000.0,2512000000.0,0.0,,4332000000.0,,,57000000.0,NVDA,,,,4532000000.0,,,,,,,,,,4000000.0,3924000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2021-10-31,,8774000000.0,,8206000000.0,0.039785,8206000000.0,0.0,8546000000.0,8206000000.0,0.0,27000000.0,228000000.0,8642000000.0,9927000000.0,-201000000.0,0.0,,-201000000.0,15696000000.0,169000000.0,9927000000.0,,8206000000.0,2106000000.0,8578000000.0,,0.0,,1153000000.0,8206000000.0,24274000000.0,228000000.0,0.0,24274000000.0,8206000000.0,340000000.0,,0.0,0.0,8642000000.0,8206000000.0,15632000000.0,7054000000.0,0.0,0.0,,8206000000.0,,,27000000.0,NVDA,,,,8578000000.0,,,,,,,,,,169000000.0,4948000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2018-12-31,-6200000.0,2965300000.0,,2591600000.0,0.12,2591600000.0,,2937000000.0,2585400000.0,5.92,13500000.0,41800000.0,5914800000.0,0.0,-28300000.0,,,-28300000.0,7978700000.0,,3388000000.0,28300000.0,2585400000.0,488000000.0,2965300000.0,,424900000.0,,422700000.0,2585400000.0,10944000000.0,41800000.0,,10944000000.0,2585400000.0,351600000.0,,0.0,5.94,5914800000.0,2585400000.0,5029200000.0,2063900000.0,426400000.0,,,2585400000.0,,,13500000.0,ASML,,,,2965300000.0,,,,,,,,,,,1575900000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2019-12-31,-18200000.0,2790800000.0,,2592300000.0,0.069,2592300000.0,,2765800000.0,2574100000.0,6.12,11600000.0,36600000.0,6540200000.0,0.0,-25000000.0,,,-25000000.0,9029200000.0,,3239300000.0,25000000.0,2574100000.0,520500000.0,2790800000.0,,420800000.0,,448500000.0,2574100000.0,11820000000.0,36600000.0,,11820000000.0,2574100000.0,191700000.0,,0.0,6.13,6540200000.0,2574100000.0,5279800000.0,2489000000.0,421600000.0,,,2574100000.0,,,11600000.0,ASML,,,,2790800000.0,,,,,,,,,,,1968500000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2020-12-31,-88600000.0,4051500000.0,,3553700000.0,0.137,3553700000.0,,4016600000.0,3553700000.0,8.48,8400000.0,43400000.0,7181300000.0,0.0,-34900000.0,,,-34900000.0,9927000000.0,,4542300000.0,34900000.0,3553700000.0,544900000.0,4051500000.0,,418300000.0,,490800000.0,3553700000.0,13978500000.0,43400000.0,,13978500000.0,3553700000.0,551500000.0,,0.0,8.49,7181300000.0,3553700000.0,6797200000.0,2745700000.0,419100000.0,,,3553700000.0,,,8400000.0,ASML,,,,4051500000.0,,,,,,,,,,,2200800000.0,,,,,,,,,,88600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2021-09-30,0.0,6222700000.0,,5460400000.0,0.14275,5460400000.0,,6182300000.0,5395300000.0,0.0,0.0,0.0,8560000000.0,6694900000.0,-40400000.0,,,-40400000.0,11656900000.0,,6694900000.0,40400000.0,5395300000.0,674600000.0,6222700000.0,,0.0,,472200000.0,5395300000.0,17879600000.0,0.0,,17879600000.0,5395300000.0,875600000.0,,0.0,0.0,8560000000.0,5395300000.0,9319600000.0,3096900000.0,0.0,,,5395300000.0,,,0.0,ASML,,,,6222700000.0,,,,,,,,,,,2422300000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2018-06-30,,39207000000.0,,16571000000.0,0.27,16571000000.0,0.0,36474000000.0,16571000000.0,2.13,0.0,2733000000.0,38353000000.0,0.0,-2733000000.0,4208000000.0,,-2733000000.0,75302000000.0,-59000000.0,45260000000.0,,16571000000.0,22223000000.0,35058000000.0,4754000000.0,7700000000.0,,10261000000.0,16571000000.0,110360000000.0,2733000000.0,4208000000.0,110360000000.0,16571000000.0,19903000000.0,,1136160000.0,2.15,38353000000.0,16571000000.0,72007000000.0,36949000000.0,7794000000.0,0.0,17469000000.0,13499160000.0,,,0.0,MSFT,,,,35058000000.0,,,,4208000000.0,,,,,4754000000.0,4149000000.0,14726000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2019-06-30,,46374000000.0,,39240000000.0,0.102,39240000000.0,0.0,43688000000.0,39240000000.0,5.06,2762000000.0,2686000000.0,42910000000.0,0.0,76000000.0,710000000.0,,76000000.0,82884000000.0,-57000000.0,57346000000.0,,39240000000.0,23098000000.0,42959000000.0,4885000000.0,7673000000.0,,11682000000.0,39240000000.0,125843000000.0,2686000000.0,710000000.0,125843000000.0,39240000000.0,4448000000.0,,72420000.0,5.11,42910000000.0,39240000000.0,82933000000.0,39974000000.0,7753000000.0,0.0,18213000000.0,38602420000.0,,,2762000000.0,MSFT,,,,42959000000.0,,,,710000000.0,,,,,4885000000.0,653000000.0,16876000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
